Index;Hann;Hamming;Blackman;Lanczos;Gaussian;Poisson;Parzen;Welch;Nutall;Blackman-Nutall;Blackman-Harris;Hann-Poisson;Bartlett-Hann;Bartlett-Fejer;Exponential;Triangular;Rectangular;Flat top;Cosine;
885;0.16910;0.23557;0.07918;0.32680;0.18895;0.00000;0.04002;0.46680;0.02573;0.03169;0.02772;0.03926;0.19327;0.26979;0.48215;0.27051;1.00000;-0.03105;0.41122;
886;0.16681;0.23346;0.07786;0.32416;0.18727;0.00000;0.03916;0.46394;0.02512;0.03100;0.02708;0.03857;0.19105;0.26784;0.48121;0.26855;1.00000;-0.03048;0.40842;
887;0.16452;0.23136;0.07655;0.32151;0.18560;0.00000;0.03832;0.46107;0.02452;0.03032;0.02645;0.03789;0.18885;0.26588;0.48027;0.26660;1.00000;-0.02992;0.40561;
888;0.16225;0.22927;0.07526;0.31887;0.18394;0.00000;0.03748;0.45820;0.02393;0.02965;0.02583;0.03723;0.18665;0.26393;0.47934;0.26465;1.00000;-0.02936;0.40281;
889;0.15999;0.22719;0.07398;0.31623;0.18229;0.00000;0.03666;0.45532;0.02335;0.02899;0.02522;0.03656;0.18447;0.26197;0.47840;0.26270;1.00000;-0.02881;0.39999;
890;0.15775;0.22513;0.07272;0.31359;0.18066;0.00000;0.03585;0.45243;0.02278;0.02835;0.02463;0.03591;0.18229;0.26002;0.47747;0.26074;1.00000;-0.02826;0.39718;
891;0.15552;0.22308;0.07146;0.31096;0.17903;0.00000;0.03506;0.44953;0.02223;0.02771;0.02404;0.03526;0.18013;0.25806;0.47654;0.25879;1.00000;-0.02772;0.39436;
892;0.15330;0.22103;0.07023;0.30832;0.17741;0.00000;0.03427;0.44663;0.02168;0.02709;0.02347;0.03463;0.17797;0.25611;0.47561;0.25684;1.00000;-0.02718;0.39153;
893;0.15109;0.21900;0.06900;0.30569;0.17580;0.00000;0.03350;0.44371;0.02114;0.02647;0.02290;0.03399;0.17583;0.25415;0.47468;0.25488;1.00000;-0.02665;0.38870;
894;0.14890;0.21699;0.06779;0.30306;0.17421;0.00000;0.03274;0.44079;0.02062;0.02587;0.02235;0.03337;0.17369;0.25220;0.47375;0.25293;1.00000;-0.02612;0.38587;
895;0.14672;0.21498;0.06660;0.30043;0.17262;0.00000;0.03199;0.43787;0.02010;0.02528;0.02180;0.03275;0.17156;0.25024;0.47283;0.25098;1.00000;-0.02560;0.38304;
896;0.14455;0.21299;0.06541;0.29781;0.17104;0.00000;0.03125;0.43493;0.01960;0.02470;0.02127;0.03214;0.16945;0.24829;0.47191;0.24902;1.00000;-0.02508;0.38020;
897;0.14240;0.21101;0.06424;0.29519;0.16948;0.00000;0.03052;0.43199;0.01910;0.02413;0.02075;0.03154;0.16734;0.24633;0.47098;0.24707;1.00000;-0.02457;0.37736;
898;0.14026;0.20904;0.06308;0.29257;0.16792;0.00000;0.02981;0.42904;0.01862;0.02357;0.02023;0.03095;0.16525;0.24438;0.47007;0.24512;1.00000;-0.02406;0.37451;
899;0.13813;0.20708;0.06194;0.28995;0.16638;0.00000;0.02910;0.42608;0.01814;0.02302;0.01973;0.03036;0.16316;0.24242;0.46915;0.24316;1.00000;-0.02356;0.37166;
900;0.13602;0.20514;0.06081;0.28734;0.16484;0.00000;0.02841;0.42311;0.01767;0.02248;0.01924;0.02978;0.16109;0.24047;0.46823;0.24121;1.00000;-0.02306;0.36881;
901;0.13392;0.20321;0.05969;0.28472;0.16332;0.00000;0.02773;0.42014;0.01722;0.02194;0.01875;0.02920;0.15902;0.23851;0.46732;0.23926;1.00000;-0.02257;0.36595;
902;0.13184;0.20129;0.05859;0.28211;0.16180;0.00000;0.02706;0.41716;0.01677;0.02142;0.01828;0.02864;0.15697;0.23656;0.46641;0.23730;1.00000;-0.02209;0.36309;
903;0.12977;0.19939;0.05749;0.27951;0.16030;0.00000;0.02640;0.41417;0.01633;0.02091;0.01781;0.02808;0.15493;0.23460;0.46550;0.23535;1.00000;-0.02161;0.36023;
904;0.12771;0.19749;0.05641;0.27690;0.15880;0.00000;0.02575;0.41117;0.01590;0.02041;0.01735;0.02752;0.15289;0.23265;0.46459;0.23340;1.00000;-0.02114;0.35736;
905;0.12567;0.19561;0.05535;0.27430;0.15732;0.00000;0.02511;0.40817;0.01548;0.01992;0.01691;0.02698;0.15087;0.23069;0.46368;0.23145;1.00000;-0.02067;0.35449;
906;0.12364;0.19375;0.05429;0.27170;0.15585;0.00000;0.02448;0.40516;0.01506;0.01944;0.01647;0.02644;0.14886;0.22874;0.46278;0.22949;1.00000;-0.02021;0.35162;
907;0.12162;0.19189;0.05325;0.26911;0.15438;0.00000;0.02387;0.40214;0.01466;0.01896;0.01604;0.02591;0.14686;0.22678;0.46188;0.22754;1.00000;-0.01975;0.34874;
908;0.11962;0.19005;0.05222;0.26652;0.15293;0.00000;0.02326;0.39911;0.01426;0.01850;0.01562;0.02538;0.14487;0.22483;0.46097;0.22559;1.00000;-0.01931;0.34587;
909;0.11764;0.18823;0.05121;0.26393;0.15149;0.00000;0.02266;0.39608;0.01388;0.01804;0.01521;0.02486;0.14289;0.22287;0.46007;0.22363;1.00000;-0.01886;0.34298;
910;0.11567;0.18641;0.05020;0.26134;0.15005;0.00000;0.02208;0.39303;0.01350;0.01759;0.01480;0.02435;0.14093;0.22092;0.45918;0.22168;1.00000;-0.01843;0.34010;
911;0.11371;0.18461;0.04921;0.25876;0.14863;0.00000;0.02150;0.38998;0.01313;0.01716;0.01441;0.02384;0.13897;0.21896;0.45828;0.21973;1.00000;-0.01800;0.33721;
912;0.11177;0.18282;0.04823;0.25618;0.14722;0.00000;0.02094;0.38692;0.01276;0.01673;0.01402;0.02335;0.13702;0.21701;0.45739;0.21777;1.00000;-0.01757;0.33431;
913;0.10984;0.18105;0.04726;0.25360;0.14581;0.00000;0.02038;0.38386;0.01241;0.01630;0.01364;0.02285;0.13509;0.21505;0.45649;0.21582;1.00000;-0.01715;0.33142;
914;0.10792;0.17929;0.04631;0.25103;0.14442;0.00000;0.01983;0.38079;0.01206;0.01589;0.01327;0.02237;0.13317;0.21310;0.45560;0.21387;1.00000;-0.01674;0.32852;
915;0.10603;0.17754;0.04536;0.24846;0.14303;0.00000;0.01930;0.37771;0.01172;0.01549;0.01291;0.02189;0.13125;0.21114;0.45471;0.21191;1.00000;-0.01633;0.32562;
916;0.10414;0.17581;0.04443;0.24589;0.14166;0.00000;0.01877;0.37462;0.01139;0.01509;0.01255;0.02142;0.12935;0.20919;0.45383;0.20996;1.00000;-0.01593;0.32271;
917;0.10227;0.17409;0.04351;0.24333;0.14030;0.00000;0.01825;0.37152;0.01106;0.01470;0.01220;0.02095;0.12746;0.20723;0.45294;0.20801;1.00000;-0.01554;0.31980;
918;0.10042;0.17239;0.04261;0.24077;0.13894;0.00000;0.01775;0.36842;0.01074;0.01432;0.01186;0.02049;0.12559;0.20528;0.45206;0.20605;1.00000;-0.01515;0.31689;
919;0.09858;0.17070;0.04171;0.23821;0.13760;0.00000;0.01725;0.36531;0.01043;0.01395;0.01153;0.02004;0.12372;0.20332;0.45118;0.20410;1.00000;-0.01477;0.31398;
920;0.09676;0.16902;0.04083;0.23566;0.13626;0.00000;0.01676;0.36219;0.01013;0.01358;0.01121;0.01959;0.12187;0.20137;0.45030;0.20215;1.00000;-0.01439;0.31106;
921;0.09495;0.16735;0.03995;0.23311;0.13494;0.00000;0.01628;0.35906;0.00983;0.01322;0.01089;0.01915;0.12002;0.19941;0.44942;0.20020;1.00000;-0.01402;0.30814;
922;0.09316;0.16571;0.03909;0.23056;0.13362;0.00000;0.01581;0.35593;0.00954;0.01287;0.01058;0.01871;0.11819;0.19746;0.44854;0.19824;1.00000;-0.01366;0.30522;
923;0.09138;0.16407;0.03824;0.22802;0.13232;0.00000;0.01535;0.35279;0.00926;0.01253;0.01027;0.01828;0.11637;0.19550;0.44766;0.19629;1.00000;-0.01330;0.30229;
924;0.08962;0.16245;0.03740;0.22548;0.13102;0.00000;0.01490;0.34964;0.00898;0.01219;0.00997;0.01786;0.11456;0.19355;0.44679;0.19434;1.00000;-0.01295;0.29936;
925;0.08787;0.16084;0.03658;0.22295;0.12974;0.00000;0.01446;0.34648;0.00871;0.01186;0.00968;0.01745;0.11276;0.19159;0.44592;0.19238;1.00000;-0.01261;0.29643;
926;0.08614;0.15925;0.03576;0.22042;0.12846;0.00000;0.01402;0.34331;0.00845;0.01154;0.00940;0.01703;0.11098;0.18964;0.44505;0.19043;1.00000;-0.01227;0.29350;
927;0.08443;0.15767;0.03495;0.21789;0.12719;0.00000;0.01360;0.34014;0.00819;0.01123;0.00912;0.01663;0.10921;0.18768;0.44418;0.18848;1.00000;-0.01193;0.29056;
928;0.08273;0.15611;0.03416;0.21537;0.12593;0.00000;0.01318;0.33696;0.00794;0.01092;0.00885;0.01623;0.10745;0.18573;0.44331;0.18652;1.00000;-0.01161;0.28762;
929;0.08104;0.15456;0.03338;0.21285;0.12469;0.00000;0.01278;0.33377;0.00769;0.01061;0.00859;0.01584;0.10570;0.18377;0.44245;0.18457;1.00000;-0.01128;0.28468;
930;0.07937;0.15302;0.03261;0.21033;0.12345;0.00000;0.01238;0.33058;0.00745;0.01032;0.00833;0.01545;0.10396;0.18182;0.44159;0.18262;1.00000;-0.01097;0.28173;
931;0.07772;0.15150;0.03185;0.20782;0.12222;0.00000;0.01199;0.32738;0.00722;0.01003;0.00807;0.01507;0.10224;0.17986;0.44072;0.18066;1.00000;-0.01066;0.27878;
932;0.07608;0.15000;0.03110;0.20532;0.12100;0.00000;0.01160;0.32416;0.00699;0.00975;0.00783;0.01470;0.10052;0.17791;0.43986;0.17871;1.00000;-0.01036;0.27583;
933;0.07446;0.14851;0.03036;0.20281;0.11979;0.00000;0.01123;0.32095;0.00677;0.00947;0.00759;0.01433;0.09882;0.17595;0.43901;0.17676;1.00000;-0.01006;0.27288;
934;0.07286;0.14703;0.02963;0.20032;0.11859;0.00000;0.01086;0.31772;0.00655;0.00920;0.00735;0.01396;0.09713;0.17400;0.43815;0.17480;1.00000;-0.00977;0.26993;
935;0.07127;0.14557;0.02891;0.19782;0.11739;0.00000;0.01050;0.31449;0.00634;0.00894;0.00712;0.01361;0.09546;0.17204;0.43729;0.17285;1.00000;-0.00948;0.26697;
936;0.06970;0.14412;0.02820;0.19533;0.11621;0.00000;0.01015;0.31125;0.00614;0.00868;0.00690;0.01325;0.09379;0.17009;0.43644;0.17090;1.00000;-0.00920;0.26401;
937;0.06814;0.14269;0.02750;0.19285;0.11504;0.00000;0.00981;0.30800;0.00593;0.00843;0.00668;0.01291;0.09214;0.16813;0.43559;0.16895;1.00000;-0.00892;0.26104;
938;0.06660;0.14128;0.02682;0.19037;0.11387;0.00000;0.00948;0.30474;0.00574;0.00818;0.00647;0.01257;0.09050;0.16618;0.43474;0.16699;1.00000;-0.00865;0.25808;
939;0.06508;0.13987;0.02614;0.18789;0.11272;0.00000;0.00915;0.30148;0.00555;0.00794;0.00626;0.01223;0.08887;0.16422;0.43389;0.16504;1.00000;-0.00839;0.25511;
940;0.06357;0.13849;0.02547;0.18542;0.11157;0.00000;0.00883;0.29820;0.00536;0.00770;0.00606;0.01190;0.08726;0.16227;0.43304;0.16309;1.00000;-0.00813;0.25214;
941;0.06208;0.13712;0.02482;0.18295;0.11043;0.00000;0.00852;0.29493;0.00518;0.00747;0.00586;0.01158;0.08566;0.16031;0.43220;0.16113;1.00000;-0.00788;0.24917;
942;0.06061;0.13576;0.02417;0.18049;0.10930;0.00000;0.00822;0.29164;0.00500;0.00725;0.00566;0.01126;0.08407;0.15836;0.43136;0.15918;1.00000;-0.00763;0.24619;
943;0.05915;0.13442;0.02353;0.17803;0.10818;0.00000;0.00792;0.28834;0.00483;0.00703;0.00548;0.01095;0.08249;0.15640;0.43051;0.15723;1.00000;-0.00739;0.24321;
944;0.05771;0.13309;0.02291;0.17558;0.10707;0.00000;0.00763;0.28504;0.00466;0.00682;0.00529;0.01064;0.08093;0.15445;0.42967;0.15527;1.00000;-0.00715;0.24023;
945;0.05629;0.13178;0.02229;0.17313;0.10597;0.00000;0.00735;0.28173;0.00450;0.00661;0.00512;0.01033;0.07938;0.15249;0.42884;0.15332;1.00000;-0.00692;0.23725;
946;0.05488;0.13049;0.02168;0.17068;0.10488;0.00000;0.00707;0.27841;0.00434;0.00640;0.00494;0.01004;0.07784;0.15054;0.42800;0.15137;1.00000;-0.00669;0.23427;
947;0.05349;0.12921;0.02109;0.16824;0.10379;0.00000;0.00680;0.27509;0.00419;0.00620;0.00477;0.00974;0.07631;0.14858;0.42716;0.14941;1.00000;-0.00647;0.23128;
948;0.05212;0.12795;0.02050;0.16581;0.10272;0.00000;0.00654;0.27176;0.00404;0.00601;0.00461;0.00946;0.07480;0.14663;0.42633;0.14746;1.00000;-0.00626;0.22829;
949;0.05076;0.12670;0.01992;0.16338;0.10165;0.00000;0.00629;0.26841;0.00389;0.00582;0.00445;0.00917;0.07330;0.14467;0.42550;0.14551;1.00000;-0.00605;0.22530;
950;0.04942;0.12547;0.01935;0.16095;0.10059;0.00000;0.00604;0.26507;0.00375;0.00564;0.00429;0.00890;0.07181;0.14272;0.42467;0.14355;1.00000;-0.00584;0.22231;
951;0.04810;0.12425;0.01880;0.15854;0.09954;0.00000;0.00580;0.26171;0.00361;0.00546;0.00414;0.00863;0.07034;0.14076;0.42384;0.14160;1.00000;-0.00564;0.21931;
952;0.04679;0.12305;0.01825;0.15612;0.09850;0.00000;0.00556;0.25835;0.00348;0.00528;0.00399;0.00836;0.06888;0.13881;0.42301;0.13965;1.00000;-0.00544;0.21631;
953;0.04550;0.12186;0.01771;0.15371;0.09747;0.00000;0.00533;0.25498;0.00335;0.00511;0.00385;0.00810;0.06743;0.13685;0.42219;0.13770;1.00000;-0.00525;0.21332;
954;0.04423;0.12069;0.01718;0.15131;0.09645;0.00000;0.00511;0.25160;0.00322;0.00494;0.00371;0.00784;0.06599;0.13490;0.42136;0.13574;1.00000;-0.00506;0.21031;
955;0.04298;0.11954;0.01665;0.14891;0.09543;0.00000;0.00490;0.24821;0.00310;0.00478;0.00357;0.00759;0.06457;0.13294;0.42054;0.13379;1.00000;-0.00488;0.20731;
956;0.04174;0.11840;0.01614;0.14651;0.09443;0.00000;0.00469;0.24482;0.00298;0.00462;0.00344;0.00734;0.06316;0.13099;0.41972;0.13184;1.00000;-0.00470;0.20431;
957;0.04052;0.11728;0.01564;0.14412;0.09343;0.00000;0.00448;0.24142;0.00287;0.00447;0.00331;0.00710;0.06176;0.12903;0.41890;0.12988;1.00000;-0.00453;0.20130;
958;0.03932;0.11617;0.01514;0.14174;0.09244;0.00000;0.00428;0.23801;0.00275;0.00431;0.00319;0.00686;0.06038;0.12708;0.41809;0.12793;1.00000;-0.00436;0.19829;
959;0.03813;0.11508;0.01466;0.13936;0.09145;0.00000;0.00409;0.23459;0.00264;0.00417;0.00307;0.00663;0.05901;0.12512;0.41727;0.12598;1.00000;-0.00420;0.19528;
960;0.03697;0.11401;0.01418;0.13699;0.09048;0.00000;0.00391;0.23116;0.00254;0.00403;0.00295;0.00640;0.05765;0.12317;0.41646;0.12402;1.00000;-0.00403;0.19227;
961;0.03582;0.11295;0.01371;0.13462;0.08952;0.00000;0.00373;0.22773;0.00243;0.00389;0.00283;0.00618;0.05631;0.12121;0.41564;0.12207;1.00000;-0.00388;0.18925;
962;0.03468;0.11191;0.01326;0.13226;0.08856;0.00000;0.00355;0.22429;0.00234;0.00375;0.00272;0.00596;0.05498;0.11926;0.41483;0.12012;1.00000;-0.00373;0.18624;
963;0.03357;0.11088;0.01281;0.12990;0.08761;0.00000;0.00338;0.22084;0.00224;0.00362;0.00262;0.00574;0.05366;0.11730;0.41402;0.11816;1.00000;-0.00358;0.18322;
964;0.03247;0.10987;0.01236;0.12755;0.08667;0.00000;0.00322;0.21739;0.00214;0.00349;0.00251;0.00553;0.05236;0.11535;0.41321;0.11621;1.00000;-0.00344;0.18020;
965;0.03139;0.10888;0.01193;0.12521;0.08574;0.00000;0.00306;0.21393;0.00205;0.00337;0.00241;0.00533;0.05107;0.11339;0.41241;0.11426;1.00000;-0.00330;0.17718;
966;0.03033;0.10790;0.01151;0.12287;0.08481;0.00000;0.00291;0.21046;0.00197;0.00325;0.00231;0.00513;0.04979;0.11144;0.41160;0.11230;1.00000;-0.00316;0.17415;
967;0.02928;0.10694;0.01109;0.12053;0.08389;0.00000;0.00276;0.20698;0.00188;0.00313;0.00221;0.00493;0.04853;0.10948;0.41080;0.11035;1.00000;-0.00303;0.17113;
968;0.02826;0.10600;0.01068;0.11820;0.08299;0.00000;0.00262;0.20349;0.00180;0.00301;0.00212;0.00474;0.04728;0.10753;0.41000;0.10840;1.00000;-0.00290;0.16810;
969;0.02725;0.10507;0.01028;0.11588;0.08208;0.00000;0.00248;0.20000;0.00172;0.00290;0.00203;0.00455;0.04605;0.10557;0.40920;0.10645;1.00000;-0.00278;0.16507;
970;0.02626;0.10416;0.00989;0.11356;0.08119;0.00000;0.00235;0.19650;0.00164;0.00279;0.00195;0.00437;0.04482;0.10362;0.40840;0.10449;1.00000;-0.00265;0.16204;
971;0.02528;0.10326;0.00951;0.11125;0.08031;0.00000;0.00222;0.19299;0.00157;0.00269;0.00186;0.00419;0.04362;0.10166;0.40760;0.10254;1.00000;-0.00254;0.15901;
972;0.02433;0.10238;0.00914;0.10895;0.07943;0.00000;0.00210;0.18947;0.00149;0.00259;0.00178;0.00402;0.04242;0.09971;0.40681;0.10059;1.00000;-0.00242;0.15598;
973;0.02339;0.10152;0.00877;0.10665;0.07856;0.00000;0.00198;0.18595;0.00142;0.00249;0.00170;0.00385;0.04124;0.09775;0.40601;0.09863;1.00000;-0.00231;0.15295;
974;0.02247;0.10068;0.00841;0.10435;0.07770;0.00000;0.00186;0.18242;0.00136;0.00239;0.00162;0.00368;0.04007;0.09580;0.40522;0.09668;1.00000;-0.00221;0.14991;
975;0.02157;0.09985;0.00806;0.10207;0.07684;0.00000;0.00175;0.17888;0.00129;0.00230;0.00155;0.00352;0.03892;0.09384;0.40443;0.09473;1.00000;-0.00210;0.14687;
976;0.02069;0.09903;0.00772;0.09978;0.07599;0.00000;0.00165;0.17533;0.00123;0.00221;0.00148;0.00336;0.03778;0.09189;0.40364;0.09277;1.00000;-0.00200;0.14383;
977;0.01982;0.09824;0.00739;0.09751;0.07516;0.00000;0.00155;0.17178;0.00117;0.00212;0.00141;0.00321;0.03665;0.08993;0.40285;0.09082;1.00000;-0.00191;0.14079;
978;0.01898;0.09746;0.00706;0.09524;0.07432;0.00000;0.00145;0.16821;0.00111;0.00204;0.00134;0.00306;0.03554;0.08798;0.40207;0.08887;1.00000;-0.00181;0.13775;
979;0.01815;0.09670;0.00674;0.09298;0.07350;0.00000;0.00136;0.16464;0.00105;0.00196;0.00128;0.00292;0.03444;0.08602;0.40128;0.08691;1.00000;-0.00172;0.13471;
980;0.01734;0.09595;0.00643;0.09072;0.07268;0.00000;0.00127;0.16107;0.00100;0.00188;0.00121;0.00278;0.03335;0.08407;0.40050;0.08496;1.00000;-0.00163;0.13167;
981;0.01654;0.09522;0.00613;0.08847;0.07187;0.00000;0.00118;0.15748;0.00094;0.00180;0.00115;0.00264;0.03228;0.08211;0.39972;0.08301;1.00000;-0.00155;0.12862;
982;0.01577;0.09451;0.00584;0.08622;0.07107;0.00000;0.00110;0.15389;0.00089;0.00172;0.00110;0.00251;0.03122;0.08016;0.39894;0.08105;1.00000;-0.00147;0.12558;
983;0.01501;0.09381;0.00555;0.08398;0.07027;0.00000;0.00103;0.15029;0.00084;0.00165;0.00104;0.00238;0.03018;0.07820;0.39816;0.07910;1.00000;-0.00139;0.12253;
984;0.01428;0.09313;0.00527;0.08175;0.06949;0.00000;0.00095;0.14668;0.00080;0.00158;0.00098;0.00225;0.02915;0.07625;0.39738;0.07715;1.00000;-0.00131;0.11948;
985;0.01356;0.09247;0.00500;0.07953;0.06871;0.00000;0.00088;0.14306;0.00075;0.00152;0.00093;0.00213;0.02813;0.07429;0.39661;0.07520;1.00000;-0.00124;0.11643;
986;0.01286;0.09183;0.00473;0.07731;0.06793;0.00000;0.00082;0.13944;0.00071;0.00145;0.00088;0.00201;0.02713;0.07234;0.39584;0.07324;1.00000;-0.00117;0.11338;
987;0.01217;0.09120;0.00448;0.07509;0.06717;0.00000;0.00075;0.13581;0.00066;0.00139;0.00083;0.00190;0.02614;0.07038;0.39506;0.07129;1.00000;-0.00110;0.11033;
988;0.01151;0.09059;0.00423;0.07289;0.06641;0.00000;0.00070;0.13217;0.00062;0.00133;0.00079;0.00179;0.02517;0.06843;0.39429;0.06934;1.00000;-0.00103;0.10728;
989;0.01086;0.08999;0.00399;0.07069;0.06565;0.00000;0.00064;0.12852;0.00058;0.00127;0.00074;0.00168;0.02421;0.06647;0.39352;0.06738;1.00000;-0.00097;0.10422;
990;0.01024;0.08942;0.00375;0.06849;0.06491;0.00000;0.00059;0.12487;0.00055;0.00121;0.00070;0.00158;0.02326;0.06452;0.39275;0.06543;1.00000;-0.00091;0.10117;
991;0.00963;0.08886;0.00352;0.06631;0.06417;0.00000;0.00054;0.12121;0.00051;0.00116;0.00066;0.00148;0.02233;0.06256;0.39199;0.06348;1.00000;-0.00085;0.09811;
992;0.00904;0.08831;0.00331;0.06413;0.06344;0.00000;0.00049;0.11754;0.00048;0.00111;0.00062;0.00138;0.02141;0.06061;0.39122;0.06152;1.00000;-0.00079;0.09506;
993;0.00846;0.08779;0.00309;0.06195;0.06271;0.00000;0.00044;0.11386;0.00044;0.00106;0.00058;0.00129;0.02051;0.05865;0.39046;0.05957;1.00000;-0.00074;0.09200;
994;0.00791;0.08728;0.00289;0.05979;0.06200;0.00000;0.00040;0.11018;0.00041;0.00101;0.00054;0.00120;0.01962;0.05670;0.38970;0.05762;1.00000;-0.00069;0.08894;
995;0.00738;0.08679;0.00269;0.05763;0.06128;0.00000;0.00036;0.10649;0.00038;0.00096;0.00051;0.00111;0.01874;0.05474;0.38894;0.05566;1.00000;-0.00064;0.08588;
996;0.00686;0.08631;0.00250;0.05547;0.06058;0.00000;0.00033;0.10279;0.00035;0.00092;0.00047;0.00103;0.01788;0.05279;0.38818;0.05371;1.00000;-0.00059;0.08282;
997;0.00636;0.08585;0.00232;0.05333;0.05988;0.00000;0.00029;0.09908;0.00033;0.00088;0.00044;0.00095;0.01703;0.05083;0.38742;0.05176;1.00000;-0.00054;0.07976;
998;0.00588;0.08541;0.00214;0.05119;0.05919;0.00000;0.00026;0.09536;0.00030;0.00084;0.00041;0.00088;0.01620;0.04888;0.38667;0.04980;1.00000;-0.00050;0.07670;
999;0.00542;0.08499;0.00197;0.04905;0.05851;0.00000;0.00023;0.09164;0.00028;0.00080;0.00038;0.00081;0.01538;0.04692;0.38591;0.04785;1.00000;-0.00046;0.07364;
1000;0.00498;0.08458;0.00181;0.04693;0.05783;0.00000;0.00021;0.08791;0.00025;0.00076;0.00036;0.00074;0.01458;0.04497;0.38516;0.04590;1.00000;-0.00042;0.07057;
1001;0.00456;0.08419;0.00165;0.04481;0.05716;0.00000;0.00018;0.08417;0.00023;0.00073;0.00033;0.00067;0.01379;0.04301;0.38441;0.04395;1.00000;-0.00038;0.06751;
1002;0.00415;0.08382;0.00151;0.04269;0.05649;0.00000;0.00016;0.08043;0.00021;0.00069;0.00030;0.00061;0.01301;0.04106;0.38366;0.04199;1.00000;-0.00035;0.06445;
1003;0.00377;0.08347;0.00137;0.04059;0.05583;0.00000;0.00014;0.07667;0.00019;0.00066;0.00028;0.00055;0.01225;0.03910;0.38291;0.04004;1.00000;-0.00031;0.06138;
1004;0.00340;0.08313;0.00123;0.03849;0.05518;0.00000;0.00012;0.07291;0.00017;0.00063;0.00026;0.00050;0.01150;0.03715;0.38216;0.03809;1.00000;-0.00028;0.05832;
1005;0.00305;0.08281;0.00110;0.03640;0.05453;0.00000;0.00010;0.06914;0.00015;0.00060;0.00024;0.00044;0.01077;0.03519;0.38142;0.03613;1.00000;-0.00025;0.05525;
1006;0.00272;0.08251;0.00099;0.03432;0.05389;0.00000;0.00009;0.06537;0.00013;0.00058;0.00022;0.00039;0.01005;0.03324;0.38067;0.03418;1.00000;-0.00022;0.05218;
1007;0.00241;0.08222;0.00087;0.03224;0.05326;0.00000;0.00007;0.06158;0.00012;0.00055;0.00020;0.00035;0.00934;0.03128;0.37993;0.03223;1.00000;-0.00020;0.04912;
1008;0.00212;0.08195;0.00077;0.03017;0.05263;0.00000;0.00006;0.05779;0.00010;0.00053;0.00018;0.00030;0.00865;0.02933;0.37919;0.03027;1.00000;-0.00017;0.04605;
1009;0.00185;0.08170;0.00067;0.02811;0.05201;0.00000;0.00005;0.05399;0.00009;0.00051;0.00017;0.00026;0.00797;0.02737;0.37845;0.02832;1.00000;-0.00015;0.04298;
1010;0.00159;0.08147;0.00058;0.02605;0.05140;0.00000;0.00004;0.05018;0.00008;0.00049;0.00015;0.00023;0.00731;0.02542;0.37771;0.02637;1.00000;-0.00013;0.03991;
1011;0.00136;0.08125;0.00049;0.02400;0.05079;0.00000;0.00003;0.04637;0.00007;0.00047;0.00014;0.00019;0.00666;0.02346;0.37697;0.02441;1.00000;-0.00011;0.03684;
1012;0.00114;0.08105;0.00041;0.02196;0.05019;0.00000;0.00003;0.04255;0.00006;0.00045;0.00013;0.00016;0.00603;0.02151;0.37624;0.02246;1.00000;-0.00009;0.03377;
1013;0.00094;0.08087;0.00034;0.01993;0.04959;0.00000;0.00002;0.03872;0.00005;0.00044;0.00011;0.00013;0.00541;0.01955;0.37550;0.02051;1.00000;-0.00008;0.03070;
1014;0.00076;0.08070;0.00028;0.01790;0.04900;0.00000;0.00001;0.03488;0.00004;0.00042;0.00010;0.00011;0.00480;0.01760;0.37477;0.01855;1.00000;-0.00006;0.02764;
1015;0.00060;0.08056;0.00022;0.01588;0.04841;0.00000;0.00001;0.03104;0.00003;0.00041;0.00009;0.00008;0.00421;0.01564;0.37404;0.01660;1.00000;-0.00005;0.02457;
1016;0.00046;0.08043;0.00017;0.01387;0.04783;0.00000;0.00001;0.02718;0.00002;0.00040;0.00009;0.00006;0.00364;0.01369;0.37331;0.01465;1.00000;-0.00004;0.02150;
1017;0.00034;0.08031;0.00012;0.01187;0.04726;0.00000;0.00001;0.02332;0.00002;0.00039;0.00008;0.00005;0.00307;0.01173;0.37258;0.01270;1.00000;-0.00003;0.01842;
1018;0.00024;0.08022;0.00008;0.00987;0.04669;0.00000;0.00000;0.01945;0.00001;0.00038;0.00007;0.00003;0.00253;0.00978;0.37185;0.01074;1.00000;-0.00002;0.01535;
1019;0.00015;0.08014;0.00005;0.00788;0.04613;0.00000;0.00000;0.01558;0.00001;0.00037;0.00007;0.00002;0.00199;0.00782;0.37113;0.00879;1.00000;-0.00001;0.01228;
1020;0.00008;0.08008;0.00003;0.00590;0.04557;0.00000;0.00000;0.01170;0.00000;0.00037;0.00006;0.00001;0.00147;0.00587;0.37040;0.00684;1.00000;-0.00001;0.00921;
1021;0.00004;0.08003;0.00001;0.00393;0.04502;0.00000;0.00000;0.00780;0.00000;0.00037;0.00006;0.00001;0.00097;0.00391;0.36968;0.00488;1.00000;-0.00000;0.00614;
1022;0.00001;0.08001;0.00000;0.00196;0.04448;0.00000;0.00000;0.00391;0.00000;0.00036;0.00006;0.00000;0.00048;0.00196;0.36896;0.00293;1.00000;-0.00000;0.00307;
1023;0.00000;0.08000;0.00000;0.00000;0.04394;0.00000;0.00000;0.00000;-0.00000;0.00036;0.00006;0.00000;0.00000;0.00000;0.36824;0.00098;1.00000;0.00000;0.00000;
